Medicine,Condition,Reviews,Ratings,Date,Useful Count
Efudex,  Basal Cell Carcinoma," I'm 69 and using Efudex for the second time. Just as in 2008, I have been recommended for 21 days of Efudex cream, 2 applications per day, followed by 21 days of twice a day applications of Desonide 0.05%.
I am applying the cream broadly on my forehead back to my receded hairline, my sideburn area and my nose. After the first week most areas turned blotchy red and grew increasingly sore and itchy. I have experienced mild stomach upset and my face feels hot.  It started to effect my ability to sleep around day 16. Almost packed it in on day 19 but read these posts and decided to persevere for 3 more days. It worked very well back in 2008 and I'm looking forward to the ordeal ending and getting similarly good results.”",10,"April 12, 2020",16
Efudex,  Actinic Keratosis," I spent years in the sun scuba diving and hiking in Mexico and Arizona. For years I've constantly had to use lip balm because my lips were so dry. I tried many products and they never worked. My lips would crack and peel all the time. Just recently I got diagnosed with Actinic Chelitis. I have been prescribed a Effudex 5% once a day for 3 to 4 weeks. I am at Week 2 and experiencing severe, almost unbearable, burning pain because of deep sores with massive amounts of oozing and crusting and now bleeding, tightness and severe dryness. I will try to endure another week but I think I would rather surgery any day than this.”",3,"April 8, 2020",22
Efudex,  Actinic Keratosis," I used Flouroplex about 15 years ago on my chest and face, they were both a mess for 5-6 weeks, but the treatment is worth is.  I started seeing the same damage on my chest and face and my DR prescribed Efudex 5%.  It works the same and when I spread it on the chest little red spots started showing, then more and more. I look like my chest has the measles. Some are large spots that swell and ooze.  It is very itchy with prickly pain, now in the third week, hard to sleep. I'm going to stop at the weeks end for a full 4 weeks. I also treated some specific spots on the side of my face but it just got very red, turned blackish, I stopped that at 3 weeks and it is healing nicely with the help of vaseline.  I have not had any side effects with vomiting or headaches as others have reported.  Once my chest starts healing I'm going to try some additional spots on my face.  It is not pleasant but what chemo treatment would be?  The alternative is surgery.”",10,"April 7, 2020",23
Efudex,  Actinic Keratosis," Was told to use efudex 5%  2x's/day for 2 or 3 weeks, but pain would not let me do that.  Used  it for only 4 days and had a serious reaction to it.  Had raised redness over 3/4 of my face, like welts.  Had stinging and pain at 4 days & Dr. said that 4 days was enough.  Unusually fast reaction.  Now I want to see how long it will take to get back to normal.  Today is day 5.  My sister & bro in law have also used it with good results.”",10,"March 20, 2020",15
Efudex,  Actinic Keratosis," I am on Efudex for a few spots of actinic keratosis on my face.  I am on day 15 and was prescribed to stay on it for 21 days .  My face is raw, swollen , and monstrous looking I feel like it’s super glued.  I’m gonna do my best to stick it out for the next six days.  Like many others, my doctor did not tell me about the intense pain and scary look.  However my father-in-law was on the cream a few years ago so I knew what I was in for.  I also went through photo light therapy 12 years ago where that result was immediate, threw up on the way home from the pain.  Efudux has the same pain , just a long drawn out process to get there.”",7,"March 12, 2020",20
Efudex,  Basal Cell Carcinoma," Face was covered in about 7 areas after years of sun damage from working in the sun, used Efudex for 15 days applied 2 times a day till the 40mgs tube ran out , week 2 the pain was not nice but honestly go thought it it is worth it ,
Like having a face lift looking 10 years younger !!! Believe me it is truth .
Using it on my arms now just started 
For any one going though a course, it really is impressive cream”",10,"January 31, 2020",41
Efudex,  Keratosis," Dermatologist prescribed efudex for keratosis 1 week on and 3 weeks off x 4 to treat my face but said not to apply on chin.  After a few days freckles appeared and by day 7 today my skin feels quite irritated, itchy and a slight sting - especially the sides of my nose.  One spot above my eyebrow has bled slightly last night and tonight after washing my face.  My dermatologist said I could continue to wear foundation but to wait 15 mins after applying cream.”",9,"January 27, 2020",25
Efudex,  Actinic Keratosis," I am grateful for Efudex, although the treatment is quite difficult, because it is effective, comprehensive and empowering! Skin cancer surgeries are another kind of difficult I hope to avoid! I’ve used Efudex three times on my face...the first two weeks are the easiest, the second two are more challenging. Plan to stay at home week 4 and the first week of healing. If you are using around your mouth, it will be hard to comfortably eat and drink. Eat soft foods and use a straw. With supervision, my doctor directed me to use Efudex on my lips, which was the most challenging of all applications! Because lips are a more sensitive area, I only needed to apply for 7-10 days....I made it to 8 and could do no more. No doubt Efudex is challenging to use, but it beats multiple surgeries where hunks of your face are removed! I plan to use in the future where issues emerge....because the  bad” cancer causing cells will keep appearing. And, now I can do something when they do!”",10,"January 20, 2020",34
Efudex,  Actinic Keratosis," I was prescribed Efudex for basal carcinoma on my leg. Used twice a day for 3 weeks.  Excellent result. Now 6 weeks on and just left with red area which I assume will fade with time.  I was also told to treat AK on my face, used cream once a day for 4 weeks (stopped 3 days short).  As with other comments made, I was not informed by the dr that I would look absolutely monstrous.  Immediate reddening of the entire face, followed by scabbing.  Still at the scabbing stage. I could get a part in a horror movie. The cream seemed to migrate towards my eyes where I had not applied it.   Would I have used Efudix if I had known what I would look like - probably wouldn’t have had the courage as people stare when I am out and about. Determined to continue with my life as normal.  Think it’s better than it turning into cancer at a later stage.  I await the results with bated breath, although I think this may be many months away.”",7,"January 18, 2020",33
Efudex,  Skin Cancer," Two weeks after efudex and my skin looked incredible - soft and everyone asked if I got a peel! 1 day later day 15 there was burn abrasions, raised cuts and I went to my scheduled two week check in with dr and she said it’s  working Beautifully” and continue for two more weeks. 
During week 3 I had small  cuts” all over my face where I applied cream 2x a day. Small scabby cuts also appeared on my scalp, chest even though I didn’t apply the medication there. The dr said that was strange, but I read in the leaflet it’s plausible. Horrible taste in mouth and sick to my stomach within 20 min of applying still. I’m in horrible pain, look awful and two more weeks to go. Had SCC with two Mohs surgery then reconstruction of Nose and head earlier last year. I'm 47  years old and grew up in  cal sun. Hope this prevents future SSC”",8,"January 18, 2020",28
Efudex,  Actinic Keratosis, I am using efudex and the spots were getting raised and crusty as expected but then it got damp in the shower and came off with a bit of bleeding.  It has settled down now .  But I was worried if this has set back the process.  I would appreciate your comments.”,8,"January 15, 2020",28
Efudex,  Actinic Keratosis," I had a very tiny split on the side of my nose that wouldn’t heal. It was BCC.  It was surgically removed.  One of the most horrible experiences, emotionally.  I used Efudex a year ago for a spot that appeared on my chest.  It worked well, although painful and itchy.  I am now using it on my forehead, nose and upper lip area.  I was shocked at how many spots appeared!  Extremely painful when touched, but otherwise just a little itchy on occasion.  I am grateful for all the comments here....it gives me courage to keep going.  Week 2.....”",7,"January 8, 2020",30
Efudex,  Basal Cell Carcinoma," Have found using efudux apply only every 3 or 4  th day  seems reaction not so bad and it will do the job in same amount of time  ..
works for me”",7,"January 2, 2020",24
Efudex,  Basal Cell Carcinoma," I was prescribed this cream to treat BCC on my nose.  I had a red spot with suspected basal cell carcinoma. My dermatologist wanted me to treat my entire nose, to get any spots that hadn't emerged yet.  I put on twice daily for two weeks.  It took about a week for anything to happen, but then the spot turned red.  Soon my entire nose turned pink.  At day 14 my nose was red, with purple areas, blisters, and depressions.  I had to put Vaseline on it to tolerate the pain.  It felt like someone had burned my face with a hot iron. The skin was pulled taught and I was afraid of scarring. It has been 8 weeks after the application stopped.  It is still a little pink.  Unfortunately it did not get my spot, it is not superficial enough.  The cream redness lasts longer for me than I anticipated.   It was an 8 week process for me and still have a pink nose. hope it isn't permanent.”",8,"December 20, 2019",35
Efudex,  Actinic Keratosis, Was prescribed Efudix by the NHS to treat incorrectly diagnosed psoriasis (they thought it was Actinic Keratosis because I have AC on arms/hands from growing up in a hot country) on my ankle. Used the cream for 6 weeks roughly in 2018 and stopped using the cream after the 6 weeks. Developed a case of Discoid Eczema which originated from the psoriasis spot and I've had now for a year. Have to apply Epimax cream twice a day to contain the eczema which is incredibly/unbearably itchy and causes red welts to appear on my legs below and on the knees. If you have a choice I would not use Efudix.”,1,"December 7, 2019",12
Efudex,  Keratosis, Efudex was extremely painful. It affects cancer spots. Well  I guess that is all over because my entire body was inflamed.”,4,"November 10, 2019",19
Efudex,  Keratosis," Put it on the obvious parts of my face that I thought needed to be treated, found that the Efudix somehow seeped to cover much more of my face, had lots of redness followed by crusty scabbing, had to stop treatment after just short of 3 weeks as my eye were in agony with stinging gritty feeling, even though I didn't put any anywhere near my eyes - wonder if gets into sinus system and makes its way there.”",9,"October 29, 2019",55
Efudex,  Actinic Keratosis," Had to stop using Efudix on my face after 2 weeks and 2 days because of pain, dizziness, and mouth sores. My face was a fright, bright red all over as the cream seemed to creep"" when used . One week later the rash has settled and the pain has subsided but I fear it will be weeks before I return to my normal look. I have dry flakey scabs on my face where scabs were not evident before Efudix. I regret using this cream on my face.

My chest looks like I have been blasted with both barrels of a shotgun. Red welts everywhere as I  dressed the whole area with Efudix as advised by DR. Not really painful but starting to itch. I am 3 weeks into this area, I feel I could stop now but will give it a few more days.

The jury is still out.................”",3,"October 23, 2019",27
Efudex,  Actinic Keratosis," I am a 60 year old with very fair skin and blue eyes who grew up at the beach. I was regularly burned to a blister stage every year.
I had  many keratosis burned off from age 30 to 50. Finally advised to use Efudex. I have completed treatments on my face 5 times now over the course of these 10 years.
I have an unusually mild reaction each time. In fact, I have to use it for 40 days to get the full benefit. So, you never know how your own skin will react. The dermatologists have been amazed at the length of time it takes me to get a reaction. But for the chest area, the reaction is incredibly painful, red, and fast. Maybe the constant freezing of those places on my face helped more than I know?
In any case, Maybe it could be recommended to try a small area before using on the entire face.
The end results are very good and I would not let fear keep you from trying this.”",10,"October 19, 2019",58
Efudex,  Keratosis," Been using Efudex for 3 weeks now applying it nightly on a small spot on the left cheek, the area of skin been scaly now really red and has spread to double the size , I have stopped applying it as the soreness has gone and will wait a month to see if it clears , the treatment gave me a funny taste , dicky tummy and terrible itching on my back for ten mins after a bath or shower , scored 5 at the moment because my cheek looks a mess with the redness but hope it will clear over the coming weeks , applying sudacrem hope it helps !”",6,"October 9, 2019",34
Efudex,  Actinic Keratosis," Used for 4 weeks to treat what physician thought might be an AK  (Actinic Keratosis) - a very tiny dry scaly spot above my upper lip.  Efudex was easy to use, not painful, just a gnarly scab that took weeks to fall off. Once gone, the skin was smooth but red. Red spot was 3X larger than the AK being treated (now the size of a pencil eraser).   Hoping the redness will heal in time. Finished treatment two months ago but the smooth red splotch remains. It looks far worse than the tiny dry spot I had before I began treatment. Regret using Efudex”",3,"October 3, 2019",28
Efudex,  Actinic Keratosis," Growing up at the Jersey Shore and summers spent at Fl Beaches, I fell in love with the warmth of the sun, and a healthy tan. At 55, the sun made my chest bubble up, and my legs reverse tan.  It is no surprise that I had actinic keratosis multiplying fast. I was prescribed Efudex 5% for my chest, neck and face. I had no idea it was topical Chemo. What? I googled everything Efudux, bought Aveeno, vanicreme, Aquaphor, asked for anxiety med for my mounting fears and took a personal leave from work. Its Day 13, saw Dr., I'm done. I did look beat up. In the afternoon insane itching.. tap tap.  Many more dead lesions, surface and crust up.  I'm using cortizone,  and aquaphor on the corners and for lesions around my lips.  I will be doing this for years to come peeling back the many layers of damage. It has not been as bad as it was for others. It's uncomfortable yet tolerable, and much better than the alternative. The knife or Cancer. Oddly, I feel healthier and fortunate to be given this chance.”",8,"September 13, 2019",50
Efudex,  Keratosis," Treatment with efudex on both arms for keratosis, caused damage, had bad reaction creating auto-immunity situation; still being treated by dermatologist after 12 months. Itching unbearable on arms, bleeding after scratching and left with watery mess. Relief from ice-packs help and then moisturising. Treatment from Prednisolone, Cyclosporin lasts for a few weeks and then I break out again. Been around this way 6 times now! Efudex: seek all the info you can before treatment.”",1,"August 27, 2019",38
Efudex,  Basal Cell Carcinoma," I've had surgery for basal cell over the years and had an area near my nose. I used efudex as directed. Sure, it looked horrible after treatment it was a bit lumpy like it was scarred. I thought it didn't work. The area, came back totally cancer free and the lumpy look went away. 
You would never know it was treated. Well worth it. I'm currently using it on my cheek and hoping for the same result. 

”",10,"August 10, 2019",52
Efudex,  Skin Cancer," Used Efudex on my whole face 10 years ago. I think it was for 4 weeks. Week 2 the redness turned into lesions on my whole face , especially my left side (drivers side).
Hurt like hell. I play poker sometimes at a casino. I didn't have to look at me so my appearance wasn't my problem.
After the lesions healed my face was as smooth as  a baby's butt.  A couple of the players were surprised I was still alive because I looked like I had full blown aids. I recommend it as I had no idea my face was such a mess. It is an ordeal.
Using it on my ear now. started 6 weeks ago and in the last few days.  Fingers crossed. Not pleasant but hopefully I can avoid surgery and plastic surgery .”",9,"August 7, 2019",33
Efudex,  Skin Cancer," This cream should be banned. After using it for three weeks I had a bad reaction to it. I have lost my taste and my skin has a terrible rash. Three weeks since I stopped using it I still have no taste. My life is ruined if my taste doesn’t come back. :( 
Do not use”",1,"July 17, 2019",24
Efudex,  Actinic Keratosis," One of the most painful experiences of my entire life. I thought childbirth was the worse pain I ever experienced,  but this pain is indescribable. I'm at 5 weeks now. Hope to come off soon. Just opening my mouth to try  eat is excruciating. My Dr never warned me about any of this, nor did he tell me I was going to look like a monster.”",10,"March 3, 2019",50
Efudex,  Actinic Keratosis," After years of sun damage, my whole face lit up like a Christmas tree full of red lights within 1 week of twice daily application. 

Shaving: No problem. Use a sharp razor and light pressure with a mild gel cream

Washing: Try Simple Water Boost Micellar facial gel wash. Great stuff. cleans your face and does not leave it dry OR oily. Does not irritate the burning skin. Still use it every day to clean my face.

Lubrication: Try Neutrogena Hydro Boost water gel. Not cheap, but you don't need much. Worked great, no greasy feeling. Used a chilled aloe mask at night during last week. 

Timeline: Should be able to finish in 3 weeks of twice daily.  Still pretty bad for a week after treatment with first 2 layers of skin dried up and peeled away. Had another 2 weeks of peelings. After that, skin was super smooth but still red in some areas. Took another month for most of that to fade away. 

Definitely recommend using Efudex. It's obviously not fun, but produces great results.”",10,"January 18, 2019",62
Efudex,  Skin Cancer, I was prescribed efudex for squamous carcinoma. Was told to do both arms from elbow to fingers. One at a time of course. I'm just over three weeks of using it and it has not worked at all. Doctor can't understand why.”,1,"September 26, 2018",23
Efudex,  Keratosis, Have been using efudex now for two weeks. I have been putting my regular moisturizer on every day and my skin stays soft. I use pure Shea butter.  Having a little itching but not bad. I thought users might try Shea butter to help keep the area moist.”,7,"August 1, 2018",51
Efudex,  Basal Cell Carcinoma," Just got done using this for a superficial Basal Cell on my nose.  Week 1 wasn't bad, just a little redness and irritation at the end.  By the end of week 2, it was red and very itchy.  I can't say it was ever very ""painful"", just uncomfortable and irritated.  It has felt like something crawling across my face/nose since end of week 2, and itchy.  Lots of trouble getting to sleep because of this.  2 weeks once a day, 3 weeks twice a day.  It's still red and very itchy and I'm told will be for another week or two.  Now I wait for follow-up.”",9,"May 31, 2018",30
Efudex,  Actinic Keratosis," I work for a dermatologist. In order for Efudex to react, sun damage/AK's, cancer should be present. Undamaged skin will not react to Efudex.”",,"May 4, 2018",90
Efudex,  Actinic Keratosis," I was misdiagnosed by a dermatologist as having A.K. when actually I had eczema. Efudex turned my arm into a raw ulcerated painful itchy oozing mess. Unable to sleep. Application was for two weeks only, then discontinued. After recovering from the treatment, the eczema was still there.  I changed doctors.  One application of  a medium strength corticosteroid, itching gone, healing started.  Please get multiple opinions about the disease you have, and the treatment options before being told to use efudex.”",10,"April 22, 2018",31
Efudex,  Skin Cancer," At 65yo and lifetime in the sun and numerous treatments including surgery, cryotherapy etc Doctor said will have to use Efudix to whole face as had untold AK's plus Bowens Disease. Told it was a ''brutal'' treatment. He was right.
All I can say is that this treatment was the most painfull experience in my life. By week two I was in agony but forced myself to continue the three week treatment. A word of warning. Under no circumstances get this stuff on your genitals. I did and it was agonising. Pain so intense sent me into depression for 3 months. Results were excellent however and no regrets.”",10,"November 16, 2017",40
Efudex,  Keratosis," I was diagnosed with actinic keratosis in August and then decided to apply the Efudex cream to face in the middle of September. 
I thought that I only had a couple of spots which I was concerned about but after applying the cream to my forehead, temples, cheeks, nose, around the eyes and my ears it became quite apparent that there were a vast amount of areas that had been affected.
In the First week I saw that these areas became inflamed although not painful.
In the  second week these areas started to merge together and then look like blisters and sores on my face, especially below my eyes.
In the third week these started to scab a little and became a bit painful I think due to the skin feeling very dry. I am now in my fourth and final week”",10,"October 7, 2017",73
Efudex,  Actinic Keratosis, I have a question not comment please. I'm on day 6 if 14 days application. No reaction. Is this normal? I'm applying  thin layer 2 times a day. Am I doing  something wrong or us this normal?”,,"September 17, 2017",66
Efudex,  Actinic Keratosis, I had a small spot on nose. Used this twice a date for 14 days. Spot became very red and got scabby where the precancer is on skin. After 14 days stopped treatment. Now in healing process. Using Vaseline twice day. Scabs are showing coming off on own. DON'T PEEL. AREA very red but becoming less a bit. I hear it takes a few weeks for the redness to subside. So far so good. Not too much discomfort.  I did get depressed doing this though as it's my face and I didn't want you go in public.”,,"August 17, 2017",39
Efudex,  Keratosis, Have applied for three weeks once a day. Increased to twice this last week. MY face is quite red and sore and I am amazed at how many spots have come out. Will continue for a few more days. This site has encouraged me. I wasn't sure whether to keep going.”,8,"August 4, 2017",46
Efudex,  Actinic Keratosis," I used efudix for 20 days. Got all the bearable symptoms of rash, redness and sore skin. It took about 2 months for the redness to go completely.

The main long lasting side effect I have is that it's been six months and I still have permanently very greasy, greasy skin on my nose and cheeks where I applied it. 
TIP, make sure you are not prone to rosacea before using it. I didn't know I was prone but the efudix triggered the adult rosacea I never knew I had. (rosacea is like acne, it comes and goes but only in the place where I used the efudix, it's embarrassing and I don't like going in public during flare ups.)

I wouldn't recommend this treatment at all. It might be ok on small 2cm spot treatments on the body, NOT THE FACE. Beware”",2,"March 31, 2017",41
Efudex,  Basal Cell Carcinoma," I have basil carcinoma of my face cheeks and face had lumps. I have Scottish skin. Started Efidux treatment and after day 3 I became violently ill. For 10 days I couldn't hold any food down what ever. Both exit body points were hammered with oozing duck poo like stuff I have never experienced before. Bloated stomach, gas build up and always on the toilet. After day 10 the systems eased and I started to hold some food down. Currently on day 16 of treatment an day face looks like an iron has been applied to both FACE CHEEKS. Very painful and still feel unwell. This better work because I have researched this product before commencing and there were no side affects listed like I have had. Met another patient of efidex with similar side effects.”",5,"October 20, 2016",36
Efudex,  Keratosis," Have used it for pre-cancer on my face probably 6 times since 1996. 
Using it now on a couple of spots on the back of my hand. 
Have always found it perfectly effective. Yes, after a couple weeks it begins to look raw and ugly, but that quickly clears up after treatment stops. In every case the spots were cured. Luckily I have never experienced any of the pain or itchiness that others have reported. Perhaps mostly the ones who had problems bothered to report?
And I still have the original tube of the produce I got back in 1996, and yes, it still works. There was enough in it to keep me going when needed it and obviously it didn't go bad. The fact it's in a metal tube may have enabled it's long life vs a plastic tube.”",10,"August 30, 2016",121
Efudex,  Basal Cell Carcinoma, I have BCC on my upper arm and SCC on upper left hand. Unfortunately after 6wks of treatment twice a day the cream didnt work. So disappointed and im now scheduled to have both surgically removed.”,1,"August 30, 2016",28
Efudex,  Basal Cell Carcinoma," I had a small lump removed from below my lip, and was prescribed efudex to be applied twice a day for four weeks. I have just finished that time, so I don't know how effective it has been. I had no reaction for 9 days, then my lip became very swollen and weepy, cracked in the corner. My GP suggested that I put vaseline around the spot before applying the cream, and that helped the lips considerably.  I changed to paw-paw cream, which seemed to help. Now it is six days since I stopped applying the cream and I still have what looks like a large cold sore, as well as the red crustiness under my nose which started only when I stopped the efudex. I am hoping this may go soon. I am not sure whether to put anything on them or not.”",7,"August 21, 2016",33
Efudex,  Actinic Keratosis," Dear the a: I have widespread actinic keratosis on my forearms. I was prescribed Efudex. I have thin, fair skin and some freckling. The damage seems to have occurred from a childhood playing outdoors, before sunscreen became so important. The Efudex, astonishingly, did nothing. So very disappointing. The dermatologist was equally surprised, and prescribed another round. Still nothing. And no one can give me an answer.  I am now considering a chemical peel or whatever the next step might be. So very tired of hiding my arms. Good luck to you. If anyone can give you an answer, please, please post it here.”",1,"July 28, 2016",40
Efudex,  Basal Cell Carcinoma," This is my third time over the past 10 years doing this treatment.  I'm scheduled for 4-6 weeks treating my legs, stomach and chest areas.  I like that the medication seeks out and treats damaged skin only.  My stomach has only 3 small spots.  However my legs and chest area that have been far more exposed to sun have a much more aggressive reaction. The pain, redness, swelling and sores are extremely painful however my history reminds me that in 3-4 weeks I will be finished and my skin will look and be much better.  Skin cancer gone and baby smooth new skin. It's affordable, and a more complete overall treatment that definitely works.  Stick with the plan you don't be disappointed !!”",10,"May 2, 2016",103
Efudex,  Actinic Keratosis," I was prescribed Efudex to treat various Actinic Keratoses on my forehead and balding front pate. Firstly my overall rating is that the treatment is very effective and I now have a beautiful forehead of smooth skin after 2 weeks 2 days of treatment and 2 weeks of recovery post treatment.

It may be that my skin damage was mild. In any event I found the process quite bearable.I applied the cream sparingly night and morning and there was little to see for 3 or 4 days, skin then reddened and peeled/flaked - no ulceration or discharge. Although unsightly (looked like a bright rash) as a male I was still happy to go out and socialise. I used my wife's hair colourant  plastic protective gloves but still washed hands thoroughly after use. Happy.”",9,"April 15, 2016",85
Efudex,  Keratosis, Can someone help me?  I have been using Efudex once a day for 5 weeks and nothing is happening.  Wondering if I should try using it twice a day or wait untill I see my doctor?”,1,"April 8, 2016",69
Efudex,  Actinic Keratosis," I am a 70 year old male who suffers from Actinick Keratosis from exposure to the harsh rays of the sun. Efudex is a fantastic product. Does exactly what is claimed. Make sure that you wash your hands completely after each application. Do not get it on your lips or you will experience great discomfort, (cracked and bleeding lips). Once you have completed the process (twice a day for 21 days), use Hydroval Cream 0.2% to assist in the healing process (works great).”",10,"October 12, 2015",137
Efudex,  Keratosis," This is the best!!   I've been using it for 4 years and it is absolutely the best solution for AK's.  I am 60 years old, fair skin, been outside for years and developed way too many AK's, not to mention basal and squamous problems too.   For years, the dermatologist only used spot nitrogen and prescribed caramac.     I can only assume she didn't prescribe efudex because she needed the steady income stream from me and my insurance.     By chance I was having a physical from my family doctor.   He asked me when I was going to address my AK;s on forehead.   I told him I did, and he told me he could write me a prescription for medicine that solves it, efudex.  He did and I amazed at the ending results.  Yes, the efudex was painful, looked bad when it was working but results speak for them self”",10,"September 27, 2015",195
Efudex,  Keratosis," Had very adverse reaction after 8 days of applying cream to chest ended up with severe open skin wounds needed antibiotics, lidocaine gel, silvadine creme, prendisone, oxicodone, altrax, and ambien to sleep sooooooo painful.”",1,"August 27, 2015",92
Efudex,  Keratosis," Worked great for me, some pain but when I was done my face was like a baby's butt. Stay home for 30 days”",10,"August 5, 2015",96
Efudex,  Keratosis, I have done this Efudex treatment three times over a 20 year time span. It is a hideous process but it beats the alternatives! KNIVES cutting you up in particular. I use and recommend AQUAPHOR instead of the expensive prescribed cortisone cream for a quicker more effective healing process. I think EFUDEX is Great!”,10,"June 2, 2015",136
Efudex,  Keratosis," I am now into my 15 day of using the efudix cream and I look scary I was told by my skin specialist to do my whole face and as directed have done so .I am a 51 year old woman that grew up on the coast and never thought any thing of it. After having a melanoma removed last year the ugliness ,pain and itchiness of this treatment is far better than a alternative outcome .Like others googled pictures and was horrified but remember the out come will be beautiful I would do it again in a heart beat.”",9,"May 14, 2015",156
Efudex,  Basal Cell Carcinoma," I am just about to start treatment  for superficial BCC on my hands, feet legs and nose, obviously from all I have read , I am going to do it in stages.

I am having to plan this around a conference, my children's exams and prom dance!! I know that it is going to get really painful. Has anyone done their hands or feet or both at the same time? I am doing a test patch on my arms at the moment to see how skin reacts - on the advice of my doc

Some guidance would be much appreciated”",,"April 27, 2015",27
Efudex,  Skin Cancer," Used years ago my arms and it was successful for a time, after healing. But arms look like they once did. Red hair and freckles growing up in az before sunblock was used!! Now using on forehead. It's miserable I hope it works. All I can say is take it one day at at time. Keep battling.”",5,"March 20, 2015",49
Efudex,  Basal Cell Carcinoma, This is my second time around. I am on Day 10 of a 14-day regime; then steroid cream for another 14 days. I am in excuciating pain and I look horrific. I know it's a good thing but it is so painful. I wanted to write here to help encourage others; I found this site because I needed encouragement. I use a dish towel with fringe to flap against my face and that's the only relief I get. I forget how awful I look until I catch myself in a mirror.”,10,"January 3, 2015",130
Efudex,  Skin Cancer," Before I started with Efudex I googled pictures and reviews, on seeing the pictures I decided to do one part of my face at a time, lip first and now I've just done 2 weeks on the right side of my face and I'm glad I did especially because I work in retail and the pain of feeling like you have cold sores all over your face, thank God for makeup is all I can say. I will do my right side once my left has healed and then my forehead followed by a micro dermabrasion. I think this product is amazing and the way it keeps working after you stop applying. Those who did your whole face all at once I take my hat off to you.”",10,"November 14, 2014",95
Efudex,  Keratosis," Flouroracil 5% used on lower lip vermillion border for over a year.  Two biopsies confirmed actinic keratosis.  After application once a day for 4 days, lip would swell and ulcerate, then heal over 5 days.....lesion would return on day 6.  Repeated this over and over for one year.  Now going to participate in a study for Solaraze Gel.  Will report findings in three months.”",,"August 14, 2014",61
Efudex,  Skin Cancer," Im treating slightly raised warts which only partially respond to tea tree oil, EGCG cream, tazarotene and many herbal ointment containing thuja plus etc essential oils. To those wanting to use Efudex, there are articles stating 1% /0.5% are better tolerated, compared with 5%. But Carac is magnitude more expensive. I guess the lower % is less irritating as normal cells are not absorbing as much. If you have deep growth, 5FU may cause significant inflammation/edema that may be excruciatingly painful .I found using oral Serrapeptase 120k Ux2(empty stomach) helps a lot in terms of managing inflammation and pain. It seems the warts are responding dramatically”",,"February 5, 2014",41
Efudex,  Skin Cancer," Age 66 - spent many years at sea and as you can imagine my facial skin was a mess. Doctor put me on Ufedix (how it is called here) two weeks ago and the results are amazing. Of course it is not a pretty sight and sleeping is a bit difficult, the reaction was clearly pictured in the brochure that I was given at the clinic - but it does not truly describe the actual sensations associated with the inflamation. A little concerned I browsed for reviews and found this sight - after reading the experiences of other users I feel much releaved - thanks to all for sharing their experiences, now I am looking forward to seeing the end result. Stay safe and keep well. Thank you.”",,"May 4, 2013",187
Efudex,  Keratosis," Used the product on my face for 6 weeks twice a day for two days every week. Depending on the extent of sun damage, the effects are dramatic and nasty looking. After the 2nd week the treated area looks like a bad sun burn, it itches, peels, weeps, bleeds and burns. But the results after stopping for 3-4 weeks are very good.”",8,"March 5, 2013",162
Efudex,  Keratosis, Be careful not to exceed time period recommended otherwise there will be extreme redness and pain.  On the whole it seems to work but I have still got red skin after a few days without using it.  Doctor recommended following with Eumovate but I'm not too happy with results.”,,"August 2, 2012",68
Efudex,  Skin Cancer," Efudex successfully combated skin abnormalities that my doctor had cancer concerns about. I used Efudex for ten days and then stopped because of blistering; they were small, but covered my face. It's been almost two months after my treatment and I still have an unsightly, coarse rash. The steriod cream I used five days afterwards eased the appearance of the rash, but because of concerns over skin thinning, I could not continue with the cream.”",5,"February 6, 2011",78
Efudex,  Keratosis," I'm an engineer, now in my 60s, and I have worked outside all my life. I have red hair and fair complexion you can imagine the skin damage I have accumulated in my lifetime. I had used the Efudex 5% cream years ago and had good results. Three months ago I began seeing a dermatologist that recommended the ""new"" technology ""BLUE LIGHT TREATMENTS"". This did NOT work for me gave me a very mild ""sunburn"" with no apparent effect on the former skin damage and it was very expensive even after insurance coverage! I requested my treatment be changed to the proven Efudex my doctor insisted I stay with the ""blue light"", that my skin was ""in very good condition"" and that I only needed ""maintenance"".
As you may guess I have changed physicians and now I am being treated with Efudex again. My skin is now in full reaction after only two weeks treatment with Efudex. Yes with Efudex your skin is unsightly and uncomfortable from week 2 through to week 4; but, this is a small price to be cancer free. Efudex works! ”",9,"November 14, 2010",232
Efudex,Keratosis,"			 I am currently using Efudex for the second time.  My first experience was 11 years ago.  The issues were exactly as shared by many others.  I was a mess!  It is very mentally challenging to go through this, but I can assure you it is very much worth making the commitment to complete a full course of therapy.  It was absolutely amazing how clear, smooth, and clean my face looked about a month after stopping treatment (I used a topical steriod afterwards).  People actually thought I had some plastic surgery (face lift?).  I am at it again, just having completed my first week.  While I remain self-conscious about how bad I look, it bothers me much less because I know the outcome will be well worth it.  Hang in there!”",10,"December 15, 2009",158
Efudex,  Keratosis," This is my second time around with Efudex.  I swear by it for effectiveness.  Side effects are bad: breaking out looks unsightly, itching makes you feel like you want to scratch off your skin. The best relief I have found is Tylenol for pain and Calendula Cream (Marigold Cream) for the relief of irritated skin.  That's keeping me sane and I am on week 4 overall: 16 days using medication the remainder trying to overcome side effects.  Good luck to everyone.  I still have more to go....”",9,"November 19, 2009",170
